idi,idj,farmi,farmj,bmai,bmaj,dij1,dij2,dij3,dij4,dij5,dij6,dij7,dij8,dij9,dij10,dij11,dij12,dij13,dij14,fbi,fbj,farmij,bma1
40,47,222,186,1,3C,13616.641,594.7619,543.14099,502.93613,13632.555,14716.938,36449.324,145900.63,287254.53,23713.303,22251.156,21753.139,22569.609,13387.065,1-222,6-186,222186,
40,46,222,206,1,3C,14750.574,635.31744,577.48126,540.71344,14766.636,15917.48,38138.25,150684.16,296211.25,24754.17,23045.059,22463.029,24202.697,14328.301,1-222,6-206,222206,
41,45,228,215,1,1,5761.5146,223.06802,186.6859,160.99756,5762.7153,5878.6685,10471.969,37162.156,72175.555,6516.2578,5116.6157,4386.6494,4090.9324,5711.1724,1-228,1-215,228215,1
41,41,228,228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-228,1-228,228228,1
41,49,228,251,1,1,1335.4185,55,54.710888,50.36961,1335.6265,1355.705,1902.6184,4932.4688,9131.2813,2406.7031,2398.5957,2378.5781,2061.4131,1399.6818,1-228,1-251,228251,1
41,57,228,342,1,1,15128.256,722,719.6264,700.64838,15128.531,15155.571,16950.182,31107.729,51789.563,29773.801,29912.932,29824.994,28610.402,15195.96,1-228,1-342,228342,1
41,52,228,370,1,1,7093.395,357,356.67221,352.65631,7093.7109,7124.5986,8895.6104,18340.115,30986.641,16074.986,16008.605,15998.124,15618.141,7127.3628,1-228,1-370,228370,1
41,48,228,377,1,1,3158.5835,186,185.62344,181.38744,3158.7278,3172.9341,4038.4727,8821.1963,15841.929,7868.0732,7818.7617,7703.0581,7419.2358,3204.2214,1-228,1-377,228377,1
41,43,228,44,1,1,7612.2002,316.87756,285.3367,263.61453,7616.0664,7957.9429,16035.487,60684.102,118778.23,9422.3457,7951.9165,7485.439,7407.1665,7432.5571,1-228,1-44,22844,1
41,44,228,45,1,1,6232.2471,235.86168,199.57585,171.06462,6233.5483,6359.25,11435.546,40008.965,77410.398,6648.5737,5434.1187,4796.3984,4477.3652,6211.0586,1-228,1-45,22845,1
41,42,228,46,1,1,6799.4307,229.51474,187.21892,156.25728,6801.5552,7000.3774,13118.058,47370.152,92110.109,7261.8193,5617.3403,4678.3091,3982.0815,6728.1211,1-228,1-46,22846,1
41,58,228,502,1,1,11214.738,489,488.71088,484.32465,11215.204,11260.686,13420.429,27227.336,45211.926,23104.008,23016.289,22832.48,22227.535,11211.942,1-228,1-502,228502,1
41,59,228,504,1,1,13133.026,558,557.71027,550.7514,13133.613,13190.764,15786.896,33106.082,55427.051,25518.328,25561.469,25536.168,24945.803,13194.391,1-228,1-504,228504,1
41,56,228,84,1,1,13276.83,628.85944,628.45868,624.2384,13278.138,13400.438,16635.984,31290.439,51913.809,27315.373,27277.459,27416.518,27212.041,13299.002,1-228,1-84,22884,1
41,90,228,16,1,2A,15590.207,624.91608,578.11365,534.42035,15596.545,16176.967,31927.359,113275.13,218013.38,21173.547,19432.768,18452.023,17465.66,15213.434,1-228,2-16,22816,
41,89,228,18,1,2A,14964.877,592.58051,548.7912,508.77563,14971.17,15545.651,31312.445,112380.63,216544.8,19961.365,18359.674,17487.023,16769.324,14623.424,1-228,2-18,22818,
41,87,228,20,1,2A,14820.636,577.40814,530.01904,497.1044,14826.974,15407.029,30942.57,112414.14,216677.42,19419.672,17816.848,16969.473,16525.301,14474.763,1-228,2-20,22820,
41,86,228,22,1,2A,13926.659,532.28119,493.33374,469.30743,13932.56,14472.431,29299.783,110454.23,215203.28,18216.926,16706.805,16021.568,15757.414,13574.968,1-228,2-22,22822,
41,83,228,25,1,2A,13016.999,522.27893,477.85901,451.58221,13022.802,13551.62,27302.617,101828.21,198606.5,18169.707,16528.428,15697.308,15315.738,12650.83,1-228,2-25,22825,
41,85,228,26,1,2A,13351.322,558.51703,513.98871,470.88583,13356.369,13826.042,27790.281,104408.89,203721.11,19704.016,18349.748,17151.744,15995.563,12985.351,1-228,2-26,22826,
41,82,228,27,1,2A,12545.226,525.91382,483.12909,441.62033,12550.329,13021.872,26676.65,100214.16,195530.05,17994.49,16990.314,16200.816,15215.396,12143.817,1-228,2-27,22827,
41,77,228,276,1,2A,9459.8672,374.02493,340.00714,318.27267,9462.9521,9751.6426,20048.602,77105.016,150890.27,14305.81,13289.429,12573.91,11966.146,9346.6318,1-228,2-276,228276,
41,79,228,29,1,2A,12459.557,498.12924,457.35632,422.73129,12464.382,12913.821,26172.611,98241.086,191807.75,17753.096,16616.688,15681.149,14770.112,12154.064,1-228,2-29,22829,
41,80,228,32,1,2A,11686.305,474.12018,434.6062,405.65143,11691.113,12136.152,25112.514,95458.531,186651.13,16654.068,15674.549,14979.39,14310.313,11295.315,1-228,2-32,22832,
41,96,228,33,1,2A,11701.569,454.37415,397.47235,357.41824,11710.106,12370.828,26023.729,98065.359,191533.02,13267.394,10846.674,10026.573,10019.759,11706.003,1-228,2-33,22833,
41,95,228,34,1,2A,11185.861,450.57144,394.21237,351.55615,11193.432,11805.678,24764.162,92948.945,181449.98,12788.617,10835.529,9986.999,9923.7656,11181.775,1-228,2-34,22834,
41,76,228,37,1,2A,9291.2363,359.12698,317.41107,294.06326,9298,9835.8477,22212.945,85565.578,167491.77,10153.012,8701.6475,8250.2031,8628.6553,9301.9541,1-228,2-37,22837,
41,72,228,378,1,3A,25006.25,1042.8707,986.97504,928.61041,25015.387,25796.637,39478.156,115241.15,213775.53,45486.355,43709.996,42164.773,39842.273,24680.732,1-228,4-378,228378,
41,70,228,400,1,3A,29513.109,1249.0114,1199.5812,1147.1337,29522.576,30335.109,45338.703,126340.73,232540.95,57556.047,55739.047,54530.434,52412.223,29202.227,1-228,4-400,228400,
41,67,228,404,1,3A,41901.754,1775.3107,1729.6259,1686.8956,41911.109,42712.305,56569.449,134113.81,239649.33,81063.766,79520.938,78428.109,76988.031,41594.191,1-228,4-404,228404,
41,68,228,412,1,3A,35740.32,1557.068,1500.514,1433.449,35749.594,36543.836,50668.813,128671.4,232816.25,74068.617,71940.508,70070.125,66694.398,35420.961,1-228,4-412,228412,
41,71,228,496,1,3A,26914.166,1129.7324,1084.0083,1036.7039,26923.029,27677.666,40350.238,109515.23,200857.03,51142.527,49568.266,48345.957,46327.605,26563.832,1-228,4-496,228496,
41,66,228,501,1,3A,45342.688,1864.8934,1810.7775,1757.9409,45352.035,46153.797,61493.625,146190.88,258189.66,85804.805,84262.773,83164.93,81899.539,45015.246,1-228,4-501,228501,
41,69,228,507,1,3A,32471.684,1419.6938,1371.6633,1315.2052,32480.645,33245.047,46706.914,119045,215558.55,67985.047,66287.492,64745.797,61759.805,32106.557,1-228,4-507,228507,
41,47,228,186,1,3C,12887.015,543.15643,500.2207,471.1265,12902.896,13984.285,35504.348,143611.52,283044.84,22102.564,20743.754,20377.434,21656.537,12638.58,1-228,6-186,228186,
41,46,228,206,1,3C,14020.947,586.31293,536.2439,510.84592,14036.978,15184.829,37193.277,148395.05,292001.56,23240.904,21570.672,21108.523,23414.371,13579.815,1-228,6-206,228206,
49,49,251,251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-251,1-251,251251,1
49,57,251,342,1,1,13813.549,669,667.51337,651.23444,13813.689,13827.615,15048.911,26253.586,43302.066,28166.283,28615.051,28638.15,27463.709,13796.278,1-251,1-342,251342,1
49,52,251,370,1,1,5778.688,305,305,304.5257,5778.8682,5796.6318,6994.3398,13485.972,22499.146,13956.094,14042.617,14111.796,13797.723,5727.6807,1-251,1-370,251370,1
49,58,251,502,1,1,9900.0313,446,446,445.03445,9900.2734,9924.1426,11592.76,22373.191,36724.434,21312.951,21319.076,21197.564,20799.115,9812.2607,1-251,1-502,251502,1
49,59,251,504,1,1,11797.607,519,519,517.4621,11798.079,11843.995,13959.228,28251.938,46939.555,23850.572,23862.443,23844.246,23590.164,11794.708,1-251,1-504,251504,1
49,56,251,84,1,1,11962.123,577.74603,577.68292,576.73981,11963.209,12064.081,14734.714,26436.295,43426.316,25301.496,25348.879,25545.965,25598.648,11899.32,1-251,1-84,25184,1
49,90,251,16,1,2A,15202.75,587.90247,556.50745,529.93311,15213.448,16124.104,31531.197,109544.03,210014.8,19801.705,18075.021,17419.932,16902.693,15130.633,1-251,2-16,25116,
49,89,251,18,1,2A,14577.42,559.43988,531.45093,509.1239,14588.072,15492.787,30916.285,108649.53,208546.23,18788.902,17177.986,16623.23,16384.838,14540.623,1-251,2-18,25118,
49,87,251,20,1,2A,14433.179,533.68933,502.48422,487.35651,14443.877,15354.166,30546.408,108683.03,208678.84,17860.934,16253.767,15733.923,15765.483,14391.962,1-251,2-20,25120,
49,86,251,22,1,2A,13539.202,498.51248,474.92682,468.03354,13549.462,14419.567,28903.621,106723.12,207204.7,17072.555,15492.496,15104.95,15288.121,13492.167,1-251,2-22,25122,
49,83,251,25,1,2A,12629.541,484.86621,456.32123,447.79364,12639.704,13498.757,26906.455,98097.102,190607.92,16817.201,15199.604,14695.631,14782.771,12568.029,1-251,2-25,25125,
49,85,251,26,1,2A,12963.865,515.07935,487.19632,462.20651,12973.271,13773.179,27394.121,100677.78,195722.53,18299.338,16898.027,16030.478,15357.465,12902.55,1-251,2-26,25126,
49,82,251,27,1,2A,12157.768,488.12924,461.93457,437.96356,12167.232,12969.009,26280.49,96483.047,187531.47,16608.758,15602.078,15154.765,14650.653,12061.017,1-251,2-27,25127,
49,77,251,276,1,2A,9258.8154,348.02493,331.03152,328.75339,9265.835,9742.9551,19652.441,73373.906,142891.69,13754.26,12808.225,12371.869,12151.027,9263.8311,1-251,2-276,251276,
49,79,251,29,1,2A,12072.1,463.07938,438.16837,421.13412,12081.285,12860.958,25776.449,94509.984,183809.17,16497.457,15361.973,14761.729,14326.718,12071.264,1-251,2-29,25129,
49,80,251,32,1,2A,11298.848,435.00906,411.8251,400.99466,11308.017,12083.288,24716.354,91727.422,178652.56,15302.083,14308.186,13941.41,13754.462,11212.515,1-251,2-32,25132,
49,96,251,33,1,2A,11189.841,420.03854,375.10471,353.40756,11204.952,11966.618,25348.025,94334.25,183534.45,13341.443,11376.132,10884.578,11031.791,11209.198,1-251,2-33,25133,
49,95,251,34,1,2A,10674.134,417.25171,373.02795,348.15988,10688.277,11401.469,24088.459,89217.844,173451.42,12925.405,11376.965,10875.567,10972.148,10684.97,1-251,2-34,25134,
49,76,251,37,1,2A,8779.5088,326.03854,295.97562,289.90717,8792.8457,9431.6387,21232.039,81834.477,159493.19,10321.913,9289.8721,9180.5469,9700.7627,8805.1484,1-251,2-37,25137,
49,72,251,378,1,3A,24618.793,1004.2109,963.97083,923.328,24632.289,25743.773,39081.992,111510.05,205776.97,44118.813,42321.836,41096.441,39237.52,24597.932,1-251,4-378,251378,
49,70,251,400,1,3A,29125.652,1205.3311,1172.0886,1137.1674,29139.479,30282.246,44942.539,122609.63,224542.38,55865.098,54068.465,53198.004,51567.188,29119.426,1-251,4-400,251400,
49,67,251,404,1,3A,41514.297,1735.3855,1705.5646,1680.7476,41528.012,42659.441,56173.289,130382.7,231650.77,79342.172,77789.461,77035.813,76102.945,41511.391,1-251,4-404,251404,
49,68,251,412,1,3A,35352.863,1516.6213,1479.6882,1438.8904,35366.496,36490.973,50272.648,124940.3,224817.67,72669.336,70710.156,69588.711,67327.484,35338.16,1-251,4-412,251412,
49,71,251,496,1,3A,26526.709,1092.0771,1062.364,1033.1282,26539.932,27624.803,39954.078,105784.12,192858.47,49811.133,48228.664,47334.945,45803.41,26481.029,1-251,4-496,251496,
49,66,251,501,1,3A,44955.23,1826.254,1787.6418,1752.0154,44968.938,46100.934,61099.516,142644.44,250204.28,84485.102,82918.688,82114.352,81289.773,44932.445,1-251,4-501,251501,
49,69,251,507,1,3A,32084.227,1381.5125,1350.0905,1311.5577,32097.547,33192.184,46310.754,115313.89,207559.97,66605.07,64900.332,63701.363,61194.117,32023.756,1-251,4-507,251507,
38,39,320,179,1,1,1793.5817,111.839,103.84473,85.748512,1793.9191,1826.4669,3375.3284,11818.18,22728.811,5501.4956,5265.7168,4726.522,4038.3655,1814.079,1-320,1-179,320179,1
38,45,320,215,1,1,9276.4883,367.11563,311.42355,273.52963,9278.8037,9496.9482,16255.063,52935.961,100049.98,11721.289,9808.6514,9140.2754,8924.5869,9305.1738,1-320,1-215,320215,1
38,40,320,222,1,1,2785.3477,131.18367,113.91077,102.46624,2786.4487,2887.1831,6057.8945,20586.271,39389.887,4978.8169,4594.7148,4516.4927,4479.2529,2845.5164,1-320,1-222,320222,1
38,41,320,228,1,1,3529.6191,200.48299,179.19987,153.20195,3530.9023,3649.7234,5890.9434,17608.443,33192.164,8241.9551,7675.8179,7172.2104,6566.627,3594.0017,1-320,1-228,320228,1
38,49,320,251,1,1,4865.0376,258.87076,241.40691,224.58162,4865.4624,4906.5884,7052.4438,19640.064,36505.891,11522.886,10791.141,10330.764,9764.6748,4935.1064,1-320,1-251,320251,1
38,38,320,320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-320,1-320,320320,1
38,57,320,342,1,1,16648.875,731.3288,727.01428,694.39581,16650.291,16769.996,20607.398,43930.117,76449.961,25032.043,25023.963,24737.443,23697.889,16659.398,1-320,1-342,320342,1
38,52,320,370,1,1,8986.8193,381.34241,379.96848,373.43088,8987.5693,9060.041,12560.244,31162.502,55647.039,15768.114,15674.577,15526.699,15060.555,9005.1982,1-320,1-370,320370,1
38,48,320,377,1,1,4195.9092,169.34241,167.96848,161.90123,4197.0806,4292.7329,6489.4619,19744.508,37448.391,7659.3877,7578.124,7450.7988,7129.1973,4199.0454,1-320,1-377,320377,1
38,43,320,44,1,1,11127.174,465.10657,412.24152,379.88034,11132.154,11576.223,21818.582,76280.32,146443.7,14777.789,12760.683,12316.895,12380.919,11026.559,1-320,1-44,32044,1
38,44,320,45,1,1,9747.2207,381.97507,326.22903,285.81177,9749.6367,9977.5303,17218.641,55782.77,105284.82,11871.116,10127.027,9552.2393,9337.0781,9805.0605,1-320,1-45,32045,1
38,42,320,46,1,1,10314.404,382.43991,318.83044,276.43317,10317.644,10618.657,18901.152,63143.961,119984.54,12738.8,10506.713,9613.2666,9057.6855,10322.123,1-320,1-46,32046,1
38,58,320,502,1,1,13915.904,617.24719,615.37238,606.57245,13916.7,13993.639,17986.402,40049.723,69872.32,27514.775,27451.809,27349.221,26835.424,13918.573,1-320,1-502,320502,1
38,59,320,504,1,1,16662.645,793.90021,791.06842,780.71313,16663.295,16726.643,20602.385,45928.469,80087.445,34168.527,34148.332,34108.797,33747.082,16729.814,1-320,1-504,320504,1
38,56,320,84,1,1,14797.45,602.82764,601.77692,595.14996,14800.739,15094.578,20293.201,44112.828,76574.203,23747.057,23577.359,23557.402,23403.967,14762.44,1-320,1-84,32084,1
38,90,320,16,1,2A,19105.182,772.93195,705.75012,650.68939,19112.633,19795.246,37710.453,128659.29,245387.98,26340.148,24017.719,23088.543,22316.992,18807.436,1-320,2-16,32016,
38,89,320,18,1,2A,18479.852,737.64398,674.2439,622.60736,18487.258,19163.93,37095.539,127764.79,243919.41,25175.611,22964.75,22143.068,21608.621,18217.426,1-320,2-18,32018,
38,87,320,20,1,2A,18335.609,707.03625,640.73828,597.23151,18343.063,19025.309,36725.664,127798.29,244052.03,24079.801,21895.135,21098.133,20845.553,18068.764,1-320,2-20,32020,
38,86,320,22,1,2A,17441.633,675.54877,617.03809,582.18121,17448.648,18090.711,35082.875,125838.38,242577.89,23346.693,21208.877,20576.902,20507.889,17168.969,1-320,2-22,32022,
38,83,320,25,1,2A,16531.973,664.73694,600.00415,562.0672,16538.889,17169.9,33085.711,117212.36,225981.11,23262.658,21020.941,20241.656,20043.021,16244.832,1-320,2-25,32025,
38,85,320,26,1,2A,16866.297,692.39227,629.27185,575.54657,16872.457,17444.322,33573.375,119793.05,231095.72,24546.73,22589.98,21452.244,20499.186,16579.352,1-320,2-26,32026,
38,82,320,27,1,2A,16060.199,671.26074,609.48364,555.68146,16066.418,16640.152,32459.744,115598.3,222904.66,23196.273,21611.508,20876.379,20064.168,15737.819,1-320,2-27,32027,
38,77,320,276,1,2A,12974.841,518.29932,464.58893,430.98096,12979.041,13369.922,25831.697,92489.164,178264.88,19464.627,17904.469,17234.387,16723.105,12940.633,1-320,2-276,320276,
38,79,320,29,1,2A,15974.531,636.77551,577.59015,531.9433,15980.471,16532.102,31955.705,113625.24,219182.36,22738.555,21008.684,20136.572,19416.795,15748.065,1-320,2-29,32029,
38,80,320,32,1,2A,15201.279,615.48981,556.25818,516.19739,15207.202,15754.432,30895.607,110842.69,214025.75,21758.65,20154.961,19495.049,19012.455,14889.317,1-320,2-32,32032,
38,96,320,33,1,2A,15216.543,608.68933,531.75372,473.25226,15226.194,15989.107,31806.822,113449.51,218907.63,18800.791,16218.326,15346.028,15033.972,15300.005,1-320,2-33,32033,
38,95,320,34,1,2A,14700.836,606.06805,531.08685,470.31473,14709.52,15423.957,30547.256,108333.1,208824.59,18434.732,16363.852,15491.986,15117.642,14775.776,1-320,2-34,32034,
38,76,320,37,1,2A,12806.211,518.48755,458.40155,415.61819,12814.089,13454.127,27996.039,100949.73,194866.38,16085.09,14460.341,13928.725,13930.938,12895.955,1-320,2-37,32037,
38,72,320,378,1,3A,28521.225,1186.3787,1110.9149,1041.1837,28531.475,29414.916,45261.25,130625.3,241150.14,50608.645,48239.324,46746.426,44599.668,28274.734,1-320,4-378,320378,
38,70,320,400,1,3A,33028.086,1386.9524,1318.7495,1255.1305,33038.664,33953.391,51121.797,141724.88,259915.56,62439.258,60056.508,58910.875,56987.246,32796.23,1-320,4-400,320400,
38,67,320,404,1,3A,45416.73,1915.7778,1850.6193,1796.0918,45427.195,46330.582,62352.543,149497.97,267023.94,86960.586,84844.242,83771.094,82290.547,45188.191,1-320,4-404,320404,
38,68,320,412,1,3A,39255.293,1695.7823,1621.2362,1552.0032,39265.68,40162.117,56451.906,144055.55,260190.86,77965.172,75217.711,73715.133,71263.305,39014.965,1-320,4-412,320412,
38,71,320,496,1,3A,30429.141,1270.2789,1205.925,1148.5082,30439.117,31295.945,46133.332,124899.38,228231.64,55991.648,53902.293,52756.148,50958.406,30157.832,1-320,4-496,320496,
38,66,320,501,1,3A,48857.664,2007.3538,1933.9929,1869.73,48868.121,49772.078,67276.719,161759.69,285577.47,90946.828,88796.969,87744.234,86655.438,48609.25,1-320,4-501,320501,
38,69,320,507,1,3A,35986.656,1550.2222,1478.0946,1404.6947,35996.734,36863.328,52490.008,134429.16,242933.16,70934.547,68509.398,66962.414,64229.777,35700.559,1-320,4-507,320507,
38,47,320,186,1,3C,16401.988,681.62811,619.60443,578.91205,16418.984,17602.564,41287.441,159207.73,310710.31,28074.844,26028.584,25793.486,26305.057,16232.582,1-320,6-186,320186,
38,46,320,206,1,3C,17535.922,717.19501,649.45807,612.51959,17553.066,18803.107,42976.371,163991.25,319667.03,28814.281,26527.678,26232.563,27702.768,17173.816,1-320,6-206,320206,
57,57,342,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-342,1-342,342342,1
57,58,342,502,1,1,4162.4868,242.2585,238.82094,234.37616,4163.083,4220.5034,5829.3711,10910.534,18585.268,7026.25,6889.1553,6890.3281,7099.4443,4218.3252,1-342,1-502,342502,1
57,59,342,504,1,1,5616.9453,249,247.40929,239.70035,5617.0137,5623.7456,6168.1846,11502.828,19390.891,7496.3579,7364.9404,7134.3452,6634.6055,5632.0811,1-342,1-504,342504,1
57,90,342,16,1,2A,24108.9,1235.2427,1203.8079,1134.8953,24124.85,25434.047,43343.813,131833,248391.84,52234.797,51306.984,50181.563,47257.535,23929.818,1-342,2-16,34216,
57,89,342,18,1,2A,23483.57,1205.449,1178.1404,1113.1531,23499.475,24802.732,42728.898,130938.5,246923.28,51109.609,50319.938,49332.855,46674.031,23339.809,1-342,2-18,34218,
57,87,342,20,1,2A,23339.328,1193.8911,1162.9923,1104.4817,23355.279,24664.109,42359.023,130972,247055.91,50905.473,50109.949,49128.207,46676.34,23191.148,1-342,2-20,34220,
57,86,342,22,1,2A,22445.352,1156.6508,1132.7764,1083.0801,22460.863,23729.512,40716.238,129012.09,245581.75,49958.055,49185.234,48362.563,46109.508,22291.352,1-342,2-22,34222,
57,83,342,25,1,2A,21535.691,1146.9501,1118.514,1066.136,21551.105,22808.701,38719.07,120386.07,228984.97,49941.66,49078.285,48085.148,45691.895,21367.215,1-342,2-25,34225,
57,85,342,26,1,2A,21870.016,1168.7687,1140.7062,1072.4073,21884.674,23083.123,39206.734,122966.76,234099.59,50973.066,50367.047,49042.551,45914.699,21701.736,1-342,2-26,34226,
57,82,342,27,1,2A,21063.918,1137.7097,1112.0452,1044.8668,21078.635,22278.953,38093.105,118772.02,225908.52,49206.379,49079.027,48167.875,45190.32,20860.203,1-342,2-27,34227,
57,77,342,276,1,2A,18164.965,1004.746,988.58655,940.77716,18178.162,19208.287,31465.057,95662.875,181268.75,46471.75,46237.105,45395.777,42797.105,18063.016,1-342,2-276,342276,
57,79,342,29,1,2A,20978.25,1112.7256,1088.1791,1027.2955,20992.688,22170.902,37589.063,116798.95,222186.23,49122.516,48756.766,47682.551,44752.887,20870.449,1-342,2-29,34229,
57,80,342,32,1,2A,20204.998,1087.2404,1064.0339,1010.239,20219.418,21393.232,36528.969,114016.4,217029.61,48083.582,47889.18,47040.461,44377.289,20011.701,1-342,2-32,34232,
57,96,342,33,1,2A,20095.99,1083.0499,1046.1011,976.08368,20108.592,21092.557,37160.641,116623.22,221911.5,47959.863,46901.605,45590.691,42661.023,19842.781,1-342,2-33,34233,
57,95,342,34,1,2A,19580.283,1078.0431,1043.7014,971.58557,19591.918,20527.406,35901.074,111506.81,211828.47,47506.645,46947.707,45650.75,42658.988,19318.555,1-342,2-34,34234,
57,76,342,37,1,2A,17685.658,983.34918,964.46161,910.37482,17696.486,18557.576,33044.652,104123.45,197870.25,44781.242,44699.383,43766.32,41170.738,17438.732,1-342,2-37,34237,
57,72,342,378,1,3A,33524.941,1645.8979,1604.0416,1520.9313,33543.691,35053.715,50894.609,133799.02,244154.02,76162.328,75179.781,73457.188,69192.508,33397.117,1-342,4-378,342378,
57,70,342,400,1,3A,38031.801,1856.5579,1813.7716,1714.9976,38050.879,39592.191,56755.156,144898.59,262919.44,87526.281,86327.266,84411.781,79121.906,37918.613,1-342,4-400,342400,
